"","block_year","development_key","year_completed","clue_block","street_address","resi_dwellings","studio_dwe","one_bdrm_dwe","two_bdrm_dwe","three_bdrm_dwe","student_apartments","student_beds","student_accommodation_units","car_spaces","bike_spaces","longitude","latitude","block_id","census_year","bar_pub_patron_limit","cafe_restaurant_seats_indoor","cafe_restaurant_seats_outdoor","dwelling_house_townhouse","dwelling_residential_apartments","dwelling_student_apartments","m2_commercial_accommodation","m2_common_area","m2_community_use","m2_educational_research","m2_entertainment_recreation_indoor","m2_equipment_installation","m2_hospital_clinic","m2_house_townhouse","m2_institutional_accommodation","m2_manufacturing","m2_office","m2_park_reserve","m2_parking_commercial_covered","m2_parking_commercial_uncovered","m2_parking_private_covered","m2_parking_private_uncovered","m2_performances_conferences_ceremonies","m2_private_outdoor_space","m2_public_display_area","m2_residential_apartment","m2_retail_cars","m2_retail_shop","m2_retail_showroom","m2_retail_stall","m2_sports_and_recreation_outdoor","m2_square_promenade","m2_storage","m2_student_accommodation","m2_transport","m2_transport_storage_uncovered","m2_unoccupied_under_construction","m2_unoccupied_under_demolition_condemned","m2_unoccupied_under_renovation","m2_unoccupied_undeveloped_site","m2_unoccupied_unused","m2_wholesale","m2_workshop_studio","parking_n_commercial","parking_n_private","parking_n_residential","services_accommodation_and_food","services_administrative_and_support","services_agriculture_forestry_and_fishing","services_arts_and_recreation","services_construction","services_education_and_training","services_electricity_gas_water_and_waste","services_financial_and_insurance","services_health_care_and_social_assistance","services_information_media_and_telecommunications","services_manufacturing","services_mining","services_other","services_professional_scientific_and_technical","services_public_administration_and_safety","services_rental_hiring_and_real_estate","services_retail_trade","services_transport_postal_and_warehousing","services_wholesale_trade"
"60","439_2015","X000603",2015,439,"52-54 Dudley Street WEST MELBOURNE VIC 3003",0,0,0,0,0,0,0,0,1,0,144.9534802,-37.80866622,439,2015,0,350,0,7,10,0,0,1085,0,691,1163,5040,0,1246,0,0,3679,0,0,0,1368,0,0,0,0,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1259,0,0,0,67,2,1,0,0,0,0,2,1,1,0,0,0,0,3,9,0,0,1,1,1
"61","513_2004","X000643",2004,513,"457-469 Macaulay Road KENSINGTON VIC 3031",34,0,0,0,0,0,0,0,0,0,144.9315297,-37.79485049,513,2004,0,6,2,30,1,0,0,0,0,0,0,0,0,4215,0,0,0,0,0,0,0,0,0,4469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2365,0,0,26,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"62","208_2006","X000340",2006,208,"216-228 Elgin Street CARLTON VIC 3053",30,0,0,0,0,0,0,0,0,0,144.9668804,-37.79673722,208,2006,0,40,16,24,21,0,0,0,0,0,0,0,0,2507,0,0,0,0,0,0,0,0,0,765,0,2318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0
"63","214_2011","X000350",2011,214,"168-174 Elgin Street CARLTON VIC 3053",0,0,0,0,0,0,0,0,0,0,144.9687787,-37.79708912,214,2011,120,75,6,36,24,0,423,493,0,0,0,0,0,5731,0,0,1326,0,0,0,376,0,0,2415,0,1528,0,1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,41,3,0,0,0,0,0,0,0,1,0,2,0,3,3,0,0,4,0,1
"64","215_2010","X000351",2010,215,"138-144 Elgin Street CARLTON VIC 3053",0,0,0,0,0,22,0,22,0,0,144.9698102,-37.7971508,215,2010,50,158,4,23,66,8,309,1991,0,0,663,0,0,3485,0,0,527,0,0,0,0,0,0,1227,0,5039,0,1267,0,0,0,0,0,417,0,0,0,0,0,0,516,0,0,0,10,41,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,6,1,0
"65","34_2007","X000079",2007,34,"97-103 Elizabeth Street MELBOURNE VIC 3000",0,0,0,0,0,0,0,0,0,0,144.9634959,-37.81591904,34,2007,0,752,207,0,31,0,2511,56819,0,595,3877,8464,1007,0,0,0,127577,0,0,0,17550,0,0,1227,0,2148,0,6023,0,0,0,0,1352,0,0,0,0,0,6300,0,9205,608,1068,65,261,6,20,60,0,1,1,16,0,70,10,6,14,4,24,141,4,9,28,4,12
"66","94_2014","X000253",2014,94,"284-294 La Trobe Street MELBOURNE VIC 3000",0,0,0,0,0,0,0,0,0,0,144.9608496,-37.81001419,94,2014,0,277,45,0,74,0,1934,19796,0,0,817,0,0,0,0,0,41866,0,23232,0,0,0,0,1925,0,4959,0,3676,0,0,0,0,0,0,0,0,0,0,12906,0,16284,0,0,731,5,13,7,0,0,0,1,1,0,1,0,1,0,0,5,8,1,3,8,0,0
"67","94_2009","X000257",2009,94,"399-411 Elizabeth Street MELBOURNE VIC 3000",34,0,0,0,0,0,0,0,0,0,144.9606404,-37.80955762,94,2009,0,276,31,0,38,0,0,12836,0,0,656,0,0,0,0,0,55135,0,26250,0,0,0,0,1925,0,3854,0,2265,0,0,0,0,0,0,0,0,5011,0,12906,0,4749,0,0,666,7,13,6,1,0,0,2,1,0,1,0,1,0,0,3,11,2,2,6,0,0
"68","104_2007","X000294",2007,104,"453-459 Elizabeth Street MELBOURNE VIC 3000",71,0,0,0,0,0,0,0,0,0,144.960166,-37.80845865,104,2007,0,322,50,0,106,77,5503,11388,0,0,2318,0,0,0,0,0,2897,0,12645,0,1799,0,0,1396,0,11975,0,2215,0,0,0,0,342,6960,0,0,1010,0,0,0,5127,0,0,691,122,91,9,3,0,0,0,1,1,0,1,2,1,0,3,4,0,1,10,0,0
"69","362_2014","X000511",2014,362,"587-589 Elizabeth Street MELBOURNE VIC 3000",55,0,28,27,0,0,0,0,0,0,144.9581241,-37.80460726,362,2014,330,166,24,1,28,60,705,2819,0,1729,884,0,604,0,0,0,1591,0,0,0,0,0,0,332,0,1721,0,2456,0,0,0,0,1153,1105,0,0,4052,0,0,0,0,0,0,0,20,5,8,1,0,0,0,3,0,0,5,0,0,0,1,0,0,0,7,0,0
"70","362_2007","X000512",2007,362,"591-593 Elizabeth Street MELBOURNE VIC 3000",0,0,0,0,0,60,0,60,0,0,144.9580838,-37.80452349,362,2007,330,75,21,1,26,60,783,2195,0,1674,797,0,538,0,0,0,1212,0,0,0,0,0,0,419,0,1783,0,2996,0,0,0,0,1186,1000,0,0,0,0,0,0,970,0,1660,0,14,3,6,2,0,0,0,2,0,0,4,1,0,0,2,1,0,0,7,0,0
"71","239_2013","X000364",2013,239,"786-798 Elizabeth Street MELBOURNE VIC 3000",0,0,0,0,0,0,0,0,0,0,144.9582638,-37.80007242,239,2013,0,134,22,2,0,70,0,4171,0,3494,0,0,1923,313,0,0,3726,0,0,0,3277,0,0,0,0,0,0,0,0,0,0,0,2613,1882,0,0,0,0,0,0,476,0,0,0,122,10,3,0,0,0,1,1,1,2,20,1,0,0,0,4,0,0,2,0,1
"72","260_2010","X000401",2010,260,"660-674 Elizabeth Street MELBOURNE VIC 3000",0,0,0,0,0,0,0,0,0,0,144.9584959,-37.80279165,260,2010,250,78,0,0,6,0,0,2904,0,0,500,0,0,0,9027,0,2768,0,0,0,0,0,0,541,0,0,0,1084,0,0,0,0,2244,0,0,0,0,0,1222,0,1653,0,0,0,28,0,3,2,0,0,1,0,0,0,2,0,2,0,0,0,0,0,5,1,0
"73","260_2011","X000400",2011,260,"Elan Apartments 634-640 Elizabeth Street MELBOURNE VIC 3000",56,0,0,0,0,0,0,0,0,0,144.9587732,-37.80338509,260,2011,250,78,0,0,6,0,0,2904,0,0,500,0,0,0,9027,0,2768,0,0,0,0,0,0,541,0,0,0,1084,0,0,0,0,2244,0,0,0,0,0,1222,0,1653,0,0,0,28,0,3,2,0,0,1,0,0,0,2,0,2,0,0,0,0,0,5,1,0
"74","105_2014","X000295",2014,105,"410-420 Elizabeth Street MELBOURNE VIC 3000",487,0,189,288,10,0,0,0,137,202,144.961157,-37.80894871,105,2014,851,386,74,0,204,0,2945,15387,0,38124,1962,0,0,0,0,0,7265,0,0,0,10345,0,0,554,0,13475,0,2683,0,0,0,0,0,0,0,0,5421,0,0,0,6677,0,0,0,213,150,8,1,0,0,0,4,0,0,1,1,0,0,0,3,1,2,5,2,0
"75","65_2003","X000161",2003,65,"222-260 Elizabeth Street MELBOURNE VIC 3000",225,0,0,0,0,0,0,0,0,0,144.9628825,-37.81270208,65,2003,0,747,13,0,0,0,1189,12588,0,0,1451,0,0,0,0,0,9015,0,0,0,0,0,0,250,0,0,0,62573,0,0,0,0,8139,0,0,0,31234,0,832,0,3034,0,0,238,0,0,14,4,0,0,0,1,0,2,0,1,1,0,8,6,1,1,26,1,0
"76","15_2014","X000020",2014,15,"River View House 274-282 Flinders Street MELBOURNE VIC 3000",0,0,0,0,0,0,0,0,0,0,144.9650858,-37.81765999,15,2014,870,1664,540,0,408,251,9990,25691,2408,15658,10297,2622,438,0,0,0,11729,0,0,0,6916,0,0,1070,0,13298,0,11685,0,0,0,0,1934,8414,0,0,0,0,0,0,5035,0,2836,0,76,32,52,12,1,32,1,14,0,8,6,5,29,0,74,51,1,1,57,1,5
"77","17_2005","X000029",2005,17,"11-37 Exhibition Street MELBOURNE VIC 3000",0,0,0,0,0,0,0,0,0,0,144.9717264,-37.81546126,17,2005,640,1356,0,0,110,0,5724,13990,0,1093,5990,0,0,0,0,0,7706,0,27196,0,0,0,0,510,0,7995,0,2295,0,0,0,0,1878,0,0,0,0,1198,0,0,5496,0,0,1227,31,18,19,5,0,0,1,3,0,2,0,0,5,1,12,13,0,4,7,0,4
"78","47_2009","X000111",2009,47,"113-149 Exhibition Street MELBOURNE VIC 3000",0,0,0,0,0,0,0,0,0,0,144.9701094,-37.81281423,47,2009,150,548,81,0,124,0,5290,37238,0,0,3503,6119,0,0,0,0,80443,0,16047,0,0,0,1118,2519,0,12122,0,4031,0,0,0,0,2035,0,0,0,44708,0,0,0,0,0,0,951,24,60,13,1,0,0,1,3,0,2,3,1,0,0,5,4,4,1,20,1,0
"79","47_2006","X000112",2006,47,"113-149 Exhibition Street MELBOURNE VIC 3000",0,0,0,0,0,0,0,0,0,0,144.9701094,-37.81281423,47,2006,0,489,15,0,121,0,5298,25840,0,0,4887,0,0,0,0,0,55022,0,14621,0,0,0,1117,6155,0,12460,0,4509,0,0,0,0,1896,0,0,0,0,0,0,0,29492,0,0,700,24,60,12,1,0,0,0,1,0,1,4,0,1,0,5,5,3,1,20,1,0
"80","48_2011","X000118",2011,48,"136-144 Exhibition Street MELBOURNE VIC 3000",0,0,0,0,0,0,0,0,0,0,144.9711072,-37.81240242,48,2011,1477,2120,419,0,12,0,6802,15572,0,0,8381,629,0,0,0,0,17936,0,29466,0,399,0,0,753,0,1438,0,1676,0,0,0,0,763,0,0,0,0,0,0,0,2337,0,0,957,20,9,27,6,0,2,0,1,1,5,5,1,1,1,13,19,1,5,13,1,0
"81","38_2003","X000092",2003,38,"96-102 Exhibition Street MELBOURNE VIC 3000",0,0,0,0,0,0,0,0,0,0,144.9714494,-37.81330117,38,2003,0,770,120,1,51,0,0,24569,0,0,11741,4214,8713,284,0,0,34141,0,0,0,3431,0,1417,989,0,8382,0,1921,0,0,0,0,2305,0,300,0,0,0,9543,0,5220,0,517,0,101,43,16,5,0,0,3,7,0,19,91,3,7,0,10,35,2,2,10,3,2
"82","87_2009","X000235",2009,87,"Fraser Place Melbourne 17-19 Exploration Lane MELBOURNE VIC 3000",0,0,0,0,0,0,0,0,0,0,144.9680775,-37.80895367,87,2009,560,811,12,8,294,0,0,15847,0,0,1612,4411,0,1463,0,0,36508,0,0,0,5278,0,0,1082,0,16774,0,1441,0,0,0,0,0,0,0,0,567,0,0,0,3102,0,0,0,99,140,15,3,0,0,1,4,2,1,4,1,0,1,3,12,1,6,2,1,0
"83","375_2005","X000533",2005,375,"RMIT Village 5-17 Flemington Road NORTH MELBOURNE VIC 3051",0,0,0,0,0,238,0,238,0,0,144.955841,-37.80142395,375,2005,356,290,0,1,82,228,0,8931,0,0,901,0,0,0,0,0,7750,0,12850,0,13460,0,0,3148,0,7540,0,0,0,0,0,0,0,10634,0,0,0,0,0,0,512,0,0,356,275,55,3,3,0,1,1,2,0,1,1,4,0,1,11,13,0,2,0,1,4
"84","377_2006","X000544",2006,377,"47-59 Flemington Road NORTH MELBOURNE VIC 3051",0,0,0,0,0,0,0,0,0,0,144.9543181,-37.79972957,377,2006,317,271,49,23,46,116,0,3357,0,0,1202,0,0,3036,0,0,6521,0,0,0,2226,0,0,2636,0,2493,0,0,0,0,0,0,0,2682,0,0,0,0,4578,0,1929,0,842,0,205,56,4,0,0,0,1,1,0,0,1,0,1,0,6,11,0,0,1,1,1
"85","378_2012","X000550",2012,378,"Unilodge on Villiers Apartments 51-63 Villiers Street NORTH MELBOURNE VIC 3051",0,0,0,0,0,246,0,246,2,134,144.9533473,-37.7989505,378,2012,0,70,12,14,168,246,0,4747,0,0,470,0,0,2169,0,0,3856,0,0,0,5152,0,0,6314,0,15138,0,0,0,0,0,0,0,6257,0,0,0,0,0,0,1147,0,0,0,111,160,3,1,0,2,0,0,0,0,2,0,0,0,5,3,1,0,0,0,0
"86","378_2011","X000555",2011,378,"George Apartments 97-103 Flemington Road NORTH MELBOURNE VIC 3051",88,0,0,0,0,0,0,0,0,0,144.9527049,-37.79844294,378,2011,0,75,47,11,172,0,0,2617,0,0,360,0,0,1646,0,0,4516,0,0,0,5169,0,0,6315,0,15606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2748,0,501,0,132,159,2,2,0,1,0,0,0,0,3,0,0,0,5,5,0,0,1,0,1
"87","931_2014","X000988",2014,931,"Royal Childrens Hospital 48-50 Flemington Road PARKVILLE VIC 3052",0,0,0,0,0,0,0,0,860,0,144.9495408,-37.79361764,931,2014,0,561,388,4,0,0,0,47684,0,0,12016,5127,101422,861,0,0,0,0,46272,0,0,0,0,0,0,0,0,485,0,0,577631,0,0,0,0,0,22712,0,0,0,0,0,0,2000,645,2,10,0,0,17,0,0,4,0,1,0,0,0,1,0,0,0,5,1,0
"88","931_2011","X000989",2011,931,"Royal Childrens Hospital 48-50 Flemington Road PARKVILLE VIC 3052",0,0,0,0,0,0,0,0,0,500,144.9495408,-37.79361764,931,2011,0,420,330,4,0,0,0,41056,0,0,12121,1062,115939,970,0,0,2041,1154912,16048,0,0,0,0,0,0,0,0,1365,0,0,577833,0,0,0,0,0,75344,0,0,0,0,0,0,1050,645,2,5,0,0,15,0,0,4,0,12,0,0,0,3,0,0,0,5,1,0
"89","16_2013","X000022",2013,16,"167-173 Flinders Lane MELBOURNE VIC 3000",1,0,0,0,1,0,0,0,0,0,144.9688284,-37.81614284,16,2013,2010,396,47,0,69,0,3059,13320,0,5136,5122,0,691,0,0,0,13903,0,30194,0,462,0,2198,1723,0,8082,0,3001,873,0,0,0,0,0,0,0,0,0,0,0,1348,0,0,1077,42,10,16,6,0,5,1,3,0,1,1,1,0,0,6,21,0,3,9,0,2
"90","27_2014","X000061",2014,27,"41-43 Exhibition Street MELBOURNE VIC 3000",0,0,0,0,0,0,0,0,0,0,144.9715755,-37.81501688,27,2014,1210,1030,46,0,2,0,21166,45339,0,0,12445,13605,1195,0,0,0,92528,0,9000,0,8203,0,0,869,0,0,0,6367,0,0,0,0,2152,0,0,0,3798,0,0,0,2909,0,0,620,450,0,12,7,0,1,6,0,1,44,5,2,3,0,8,39,2,2,24,0,0
"91","11_2009","X000013",2009,11,"YHA Melbourne Central 562-564 Flinders Street MELBOURNE VIC 3000",0,0,0,0,0,0,0,0,0,0,144.9556322,-37.82059587,11,2009,1231,396,12,0,384,0,22180,11951,0,0,5529,0,0,0,0,0,11537,0,5034,0,0,0,0,945,0,23431,0,644,0,0,0,0,0,0,0,0,0,0,3574,0,7309,0,0,235,68,162,10,0,1,0,0,0,1,2,5,2,1,0,7,8,0,2,4,5,1
"92","11_2006","X000011",2006,11,"550-554 Flinders Street MELBOURNE VIC 3000",176,0,0,0,0,0,0,0,0,0,144.9559669,-37.82038867,11,2006,574,411,12,0,203,0,11053,8876,0,0,4799,0,0,0,0,0,9564,0,5300,0,1759,0,0,856,0,7443,0,776,0,0,0,0,2299,0,0,0,2866,0,624,0,7859,0,0,255,40,10,7,1,1,0,1,0,0,2,2,1,1,0,8,9,0,2,5,1,1
"93","11_2005","X000010",2005,11,"546-548 Flinders Street MELBOURNE VIC 3000",115,0,0,0,0,0,0,0,0,0,144.9561483,-37.82050212,11,2005,574,365,20,0,98,0,11521,9126,0,0,4697,0,0,0,0,0,10216,0,5522,0,1760,0,0,1063,0,6059,0,642,0,0,0,0,2438,0,0,0,1127,2846,3105,0,1361,0,0,214,60,10,7,2,2,0,1,0,0,1,2,2,1,0,6,16,0,0,4,9,1
"94","11_2013","X000009",2013,11,"532-536 Flinders Street MELBOURNE VIC 3000",263,0,0,0,0,0,0,0,0,83,144.9564353,-37.82024208,11,2013,1181,606,32,0,384,0,20138,12465,0,0,5371,0,0,0,0,0,9442,0,0,0,5366,0,0,945,0,23228,0,1034,0,0,0,0,0,0,0,0,0,1601,1429,0,8925,0,0,99,62,191,15,4,1,0,3,1,1,3,4,2,0,0,9,12,0,2,1,4,1
"95","14_2008","X000017",2008,14,"Q2 Tower 2-8 Queen Street MELBOURNE VIC 3000",0,0,0,0,0,0,0,0,0,0,144.9627104,-37.81858764,14,2008,1604,1385,80,1,95,0,22045,39341,0,20153,8736,1045,563,0,0,0,24121,0,25030,0,1775,0,0,1246,0,7587,0,2639,0,0,0,0,628,0,0,0,0,0,0,0,11313,0,0,1125,146,0,27,15,0,2,4,8,0,15,10,10,1,2,15,45,3,7,16,1,2
"96","15_2006","X000019",2006,15,"The Empire Apartments 256-268 Flinders Street MELBOURNE VIC 3000",378,0,0,0,0,0,0,0,0,0,144.9656281,-37.81760667,15,2006,870,1485,257,0,408,251,9668,23778,0,13727,6937,2622,520,0,0,0,16551,0,0,0,7320,0,0,1070,0,13299,0,9817,0,0,0,0,976,8414,0,0,0,0,0,0,9908,0,2905,0,91,0,36,8,1,19,0,12,0,4,9,5,35,0,59,33,1,0,52,0,5
"97","17_2013","X000031",2013,17,"The Duke 142-148 Flinders Street MELBOURNE VIC 3000",0,0,0,0,0,0,0,0,0,0,144.9700863,-37.8164075,17,2013,2538,1817,93,0,109,0,5753,20967,0,1292,6119,0,0,0,0,0,23975,0,22337,0,10063,0,0,1273,0,8769,0,2130,0,0,0,0,1358,0,0,0,1862,0,1478,0,12874,0,0,1104,180,12,29,3,0,3,0,3,0,8,0,1,2,0,4,38,1,3,8,0,1
"98","17_2009","X000032",2009,17,"The Duke 142-148 Flinders Street MELBOURNE VIC 3000",0,0,0,0,0,0,0,0,0,0,144.9700863,-37.8164075,17,2009,690,1600,8,0,108,0,5023,20851,0,2078,8287,0,0,0,0,0,34047,0,26076,0,1424,0,0,570,0,8083,0,2911,0,0,0,0,1127,0,0,0,0,0,1220,0,3800,0,894,1127,40,18,25,4,0,1,1,6,0,3,0,1,2,1,12,26,1,2,10,0,2
"99","17_2014","X000027",2014,17,"104-112 Flinders Street MELBOURNE VIC 3000",189,0,91,96,2,0,0,0,0,0,144.9711552,-37.81600514,17,2014,2538,1817,93,0,109,0,5753,20967,0,1292,6119,0,0,0,0,0,23975,0,22337,0,10063,0,0,1273,0,8769,0,2130,0,0,0,0,1358,0,0,0,1862,0,1478,0,12874,0,0,1104,180,12,29,3,0,3,0,3,0,8,0,1,2,0,4,38,1,3,8,0,1
"100","17_2012","X000036",2012,17,"96-98 Flinders Street MELBOURNE VIC 3000",0,0,0,0,0,0,0,0,0,0,144.971475,-37.81590142,17,2012,2348,1739,70,0,108,0,5753,22994,0,3022,5903,0,0,0,0,0,33546,0,22337,0,10063,0,0,1273,0,8490,0,2405,633,0,0,0,1441,0,0,0,0,0,2105,0,3728,0,0,1084,210,12,26,2,0,3,1,5,0,7,0,2,2,0,5,40,1,3,10,0,1
"101","17_2014","X000034",2014,17,"82 Flinders Street MELBOURNE VIC 3000",28,0,3,8,17,0,0,0,0,0,144.9719344,-37.81587493,17,2014,2538,1817,93,0,109,0,5753,20967,0,1292,6119,0,0,0,0,0,23975,0,22337,0,10063,0,0,1273,0,8769,0,2130,0,0,0,0,1358,0,0,0,1862,0,1478,0,12874,0,0,1104,180,12,29,3,0,3,0,3,0,8,0,1,2,0,4,38,1,3,8,0,1
"102","104_2015","X000289",2015,104,"151-165 Franklin Street MELBOURNE VIC 3000",782,20,357,369,36,0,0,0,342,293,144.9595688,-37.8090435,104,2015,430,558,142,0,222,57,4763,12950,0,3581,2179,274,0,0,0,0,619,0,12849,0,2621,0,0,1396,0,18620,0,1531,0,0,0,0,435,5157,0,0,98004,0,0,0,2248,0,0,548,59,163,17,2,0,0,0,3,2,0,1,0,1,0,7,4,0,1,4,0,0
"103","115_2009","X000316",2009,115,"58-64 Franklin Street MELBOURNE VIC 3000",0,0,0,0,0,0,0,0,0,0,144.9608156,-37.80741732,115,2009,355,353,114,0,520,0,12214,23107,0,3200,2716,0,0,0,0,0,21927,0,15139,0,33184,0,0,2673,0,43680,0,3733,0,0,0,0,0,0,0,0,0,0,0,0,8846,0,0,546,993,0,8,2,0,1,1,2,0,1,1,3,0,0,1,2,0,4,5,0,1
"104","920_2015","X000960",2015,920,"Royal Melbourne Hospital 300-328 Grattan Street PARKVILLE VIC 3050",0,0,0,0,0,0,0,0,0,0,144.9563397,-37.798639,920,2015,0,117,78,0,0,0,0,36617,0,10073,940,31413,176630,0,0,0,0,0,70394,0,0,0,0,0,0,0,0,757,0,0,0,0,0,0,0,0,8075,0,0,0,149,0,0,1867,0,0,5,0,0,0,0,0,0,1,59,0,0,0,3,2,0,0,5,1,0
"105","245_2002","X000368",2002,245,"251-257 Cardigan Street CARLTON VIC 3053",0,0,0,0,0,0,40,40,0,0,144.9651041,-37.80077072,245,2002,0,156,6,1,178,0,0,2609,0,528,0,0,0,0,0,0,4544,0,0,0,3493,0,0,3146,0,20090,0,1730,0,0,0,0,0,0,0,0,0,0,1688,0,1633,0,0,0,51,67,2,6,0,1,1,3,0,1,1,1,1,0,2,10,0,0,3,0,2
"106","270_2012","X000434",2012,270,"University of Melbourne 156-292 Grattan Street PARKVILLE VIC 3010",0,0,0,0,0,0,0,0,0,0,144.9612401,-37.79675468,270,2012,811,858,441,0,3,0,0,96694,0,201540,2915,0,0,0,0,0,12734,0,0,0,0,0,0,0,3802,0,0,2926,0,0,0,0,23514,0,0,0,0,0,0,0,0,0,0,0,648,0,25,3,0,3,0,1,0,3,0,1,2,0,1,0,0,0,10,1,0
"107","270_2014","X000435",2014,270,"University of Melbourne 156-292 Grattan Street PARKVILLE VIC 3010",0,0,0,0,0,0,0,0,0,0,144.9612401,-37.79675468,270,2014,811,1163,567,0,3,0,0,97107,0,202640,3253,0,0,0,0,0,0,0,0,0,40291,0,0,0,4640,0,0,2874,0,0,0,0,17605,0,0,0,0,0,0,0,0,0,0,0,970,0,29,3,0,6,0,1,0,2,0,0,0,0,1,0,0,0,8,1,0
"108","377_2011","X000542",2011,377,"3-11 High Street NORTH MELBOURNE VIC 3051",0,0,0,0,0,149,0,149,0,0,144.9538188,-37.79958363,377,2011,317,310,29,22,47,154,0,5137,0,382,1254,0,3554,3036,0,0,7327,0,0,0,2426,0,0,2226,0,2610,0,0,0,0,0,0,0,6244,0,0,756,0,0,0,3696,0,0,0,184,15,6,5,0,0,1,2,0,1,31,3,1,0,8,17,0,0,2,0,4
"109","357_2008","X000500",2008,357,"38-40 Howard Street NORTH MELBOURNE VIC 3051",0,0,0,0,0,19,0,19,0,0,144.954187,-37.8043655,357,2008,0,223,25,15,94,0,0,7010,0,3777,894,0,0,1803,0,0,6951,0,0,0,0,0,0,5568,0,11463,0,468,0,0,0,0,4411,0,0,0,0,0,0,0,2247,0,0,0,131,133,3,2,0,1,1,2,0,2,1,3,3,0,8,4,0,1,3,1,0
"110","357_2003","X000497",2003,357,"22-26 Howard Street NORTH MELBOURNE VIC 3051",26,0,0,0,0,0,0,0,0,0,144.9543084,-37.80471878,357,2003,0,278,0,12,71,0,0,7385,0,4434,895,0,0,1287,0,0,7648,0,0,0,2774,0,0,5442,0,6713,0,810,0,0,0,0,2425,0,0,0,0,0,0,0,5662,0,0,0,100,102,4,2,0,1,0,2,0,1,1,1,3,0,8,2,0,0,1,3,0
"111","414_2014","X000572",2014,414,"26-32 Ireland Street WEST MELBOURNE VIC 3003",12,0,0,7,5,0,0,0,0,0,144.945337,-37.8074106,414,2014,0,27,13,37,65,0,0,1366,0,0,0,0,0,4238,0,0,2162,0,0,0,1878,0,0,3664,0,5022,0,0,0,0,0,0,0,0,0,0,2007,0,0,0,637,0,0,0,48,102,1,1,0,0,0,1,0,1,0,1,1,0,2,6,0,1,0,0,0
"112","91_2014","X000243",2014,91,"55-63 Jeffcott Street WEST MELBOURNE VIC 3003",68,0,64,4,0,0,0,0,0,29,144.9517978,-37.8121999,91,2014,0,138,19,1,253,0,0,8961,0,1467,418,3030,0,255,0,0,6703,0,0,0,8765,0,0,3913,0,21364,0,492,964,0,0,0,0,0,0,0,0,0,0,0,1304,0,0,0,40,236,7,3,0,0,0,4,1,1,1,1,1,1,6,18,0,1,2,0,4
"113","101_2009","X000280",2009,101,"Cityside 50-64 Jeffcott Street WEST MELBOURNE VIC 3003",175,0,0,0,0,0,0,0,0,0,144.951613,-37.81157691,101,2009,0,260,56,5,242,0,0,13022,0,1443,1113,0,0,960,0,0,19522,0,0,0,7636,0,0,3447,0,20644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1092,0,0,0,149,251,3,0,0,0,0,2,2,1,2,0,3,0,2,3,0,0,0,0,2
"114","850_2011","X000944",2011,850,"Yarra Boathouses 1-7 Boathouse Drive MELBOURNE VIC 3004",0,0,0,0,0,0,0,0,0,0,144.9705641,-37.81990552,850,2011,0,6,9,0,0,0,0,0,0,0,3641,0,0,0,0,0,0,103912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
"115","227_2003","X000359",2003,227,"101-111 Neill Street CARLTON VIC 3053",11,0,0,0,0,0,0,0,0,0,144.9716134,-37.79470004,227,2003,248,108,0,83,19,0,0,0,0,0,1140,0,0,8917,0,0,0,0,0,0,0,0,0,2085,0,2924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116","502_2012","X000625",2012,502,"133-165 Kensington Road WEST MELBOURNE VIC 3003",0,0,0,0,0,0,0,0,0,0,144.9191747,-37.79963865,502,2012,0,12,0,0,0,0,0,7073,0,0,0,0,0,0,0,8140,3145,0,0,0,0,0,0,35976,0,0,0,2921,0,0,0,0,23102,0,0,208827,0,0,0,0,0,13086,0,0,415,0,1,0,0,0,0,0,3,0,0,1,1,0,0,1,0,0,1,5,19
"117","11_2010","X000006",2010,11,"27-31 King Street MELBOURNE VIC 3000",0,0,0,0,0,0,0,0,0,0,144.9569486,-37.81975556,11,2010,1501,561,12,0,384,0,20138,12374,0,0,5688,0,0,0,0,0,11526,0,0,0,5366,0,0,945,0,23228,0,595,0,0,0,0,1040,0,0,0,0,1601,0,0,7186,0,0,99,62,191,12,2,1,0,0,0,1,1,5,3,1,0,9,15,0,1,1,4,1
